Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
MA.48,MICROSCOPIE OPTIQUE : ELECTRONIQUE DE REMPLACEMENT,B05,60670000,,,21540001,23150001,,,,
MB,MICROSCOPIE - PROFILOMETRIE : REPARATION ET MAINTENANCE,,,,,,,,,,
MB.0,MICROSCOPIE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
MB.01,MATERIEL DE PREP. D'ECHANTILLONS PR MICROSCOPIE : REPARATION ET MAINTENANCE,B05,61550000,,,21540001,,,,,
MB.02,MICROSCOPIE A CHAMP PROCHE ET PROFILOMETRIE : REPARATION ET MAINTENANCE,B05,61550000,,,21540001,,,,,
MB.03,MICROSCOPIE ELECTRONIQUE ET IONIQUE : REPARATION ET MAINTENANCE,B05,61550000,,,21540001,,,,,
MB.04,MICROSCOPIE ACOUSTIQUE : REPARATION ET MAINTENANCE DU MATERIEL,B05,61550000,,,21540001,,,,,
MB.05,MICROSCOPIE OPTIQUE : REPARATION ET MAINTENANCE,B05,61550000,,,21540001,,,,,
MC,MICROSCOPIE - PROFILOMETRIE : SERVICES D'ANALYSE,,,,,,,,,,
MC.0,MICROSCOPIE : SERVICES D'ANALYSE,,,,,,,,,,
MC.01,MICROSCOPIE A CHAMP PROCHE ET PROFILOMETRIE A CONTACT : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
MC.02,MICROSCOPIE ELECTRONIQUE ET IONIQUE : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
MC.03,MICROSCOPIE ACOUSTIQUE : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
MC.04,MICROSCOPIE PHOTONIQUE ET PROFILOMETRIE OPTIQUE : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
N,CHIMIE ET BIOLOGIE,,,,,,,,,,
NA,CHIMIE ET BIOLOGIE : PRODUITS ET REACTIFS,,,,,,,,,,
NA.0,CHIMIE ET BIOLOGIE : SOLVANTS,,,,,,,,,,
NA.01,SOLVANTS : ACETATE D'ETHYLE ET AUTRES ESTERS,B03,60670000,,,,,,,,
NA.02,SOLVANTS : ACETONE,B03,60670000,,,,,,,,
NA.03,SOLVANTS : ACETONITRILE,B03,60670000,,,,,,,,
NA.04,"SOLVANTS : SOLVANTS CHLORES (DICHLOROMETHANE, CHLOROFORME,…)",B03,60670000,,,,,,,,
NA.05,"SOLVANTS : EAU ET ALCOOLS (METHANOL, ETHANOL, PROPAN-2-OL,…)",B03,60670000,,,,,,,,
NA.06,"SOLVANTS : HYDROCARBURES (PENTANE, HEXANE, HEPTANE,…)",B03,60670000,,,,,,,,
NA.07,"SOLVANTS : AUTRES SOLVANTS (ETHERS,…)",B03,60670000,,,,,,,,
NA.08,SOLVANTS : SOLVANTS INDUSTRIELS (FUTS ET TONNELETS),B03,60670000,,,,,,,,
NA.1,CHIMIE ET BIOLOGIE : PRODUITS ISOTOPIQUES RADIOACTIFS ET NON RADIOACTIFS,,,,,,,,,,
NA.11,"SOLVANTS ISOTOPIQUES (DEUTERIES,…)",B03,60670000,,,,,,,,
NA.12,PRODUITS LIQUIDES ET SOLIDES ISOTOPIQUES NON RADIOACTIFS (HORS SOLVANTS),B03,60670000,,,,,,,,
NA.13,CHIMIE ET BIOLOGIE : PRODUITS RADIOACTIFS,B03,60670000,,,,,,,,
NA.2,CHIMIE ET BIOLOGIE : PRODUITS CHIMIQUES ET BIOCHIMIQUES,,,,,,,,,,
NA.21,"PRODUITS CHIMIQUES COURANTS (ACIDES, BASES, SELS...)",B03,60670000,,,,,,,,
NA.22,PRODUITS CHIMIQUES POUR LA SYNTHESE ORGANIQUE,B03,60670000,,,,,,,,
NA.23,METAUX PURS ET REACTIFS POUR LA SCIENCE DES MATERIAUX,B03,60670000,,,,,,,,
NA.24,"ETALONS DE CALIBRATION, STANDARDS ET PRODUITS DE REFERENCE",B03,60670000,,,,,,,,
NA.25,"PRODUITS BIOCHIMIQUES COURANTS (TAMPONS, BSA, etc.)",B03,60670000,,,,,,,,
NA.26,BIOLOGIE : PEPTIDES ET ACIDES AMINES,B03,60670000,,,,,,,,
NA.27,BIOLOGIE : PROTEINES RECOMBINANTES (A FACON),B03,60670000,,,,,,,,
NA.28,BIOLOGIE : PRODUITS CHIMIQUES A USAGE BIOCHIMIQUE OU BIOLOGIQUE,B03,60670000,,,,,,,,
NA.3,BIOLOGIE : PRODUITS DE MARQUAGE ET DE DETECTION DES (BIO)MOLECULES,,,,,,,,,,
NA.31,REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES ACIDES NUCLEIQUES,B03,60670000,,,,,,,,
NA.32,REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES PROTEINES,B03,60670000,,,,,,,,
NA.4,BIOLOGIE : ANTICORPS ET REACTIFS D'IMMUNOHISTOLOGIE ET D'HISTOCHIMIE,,,,,,,,,,
NA.41,ANTICORPS PRIMAIRES NON COUPLES (HORS ANTICORPS CONTROLES ET ANTI-TAG),B03,60670000,,,,,,,,
NA.42,ANTICORPS PRIMAIRES NON COUPLES CONTROLES,B03,60670000,,,,,,,,
NA.43,ANTICORPS PRIMAIRES NON COUPLES ANTI-TAG,B03,60670000,,,,,,,,
NA.44,ANTICORPS PRIMAIRES COUPLES MARQUEURS DE CELLULES,B03,60670000,,,,,,,,
NA.45,AUTRES ANTICORPS PRIMAIRES COUPLES,B03,60670000,,,,,,,,
NA.46,ANTICORPS SECONDAIRES,B03,60670000,,,,,,,,
NA.47,REACTIFS D'IMMUNOHISTOLOGIE ET D'HISTOCHIMIE,B03,60670000,,,,,,,,
NA.5,"BIOLOGIE : ISOLEMENT, PURIFICATION ET SYNTHESE DES BIOMOLECULES",,,,,,,,,,
NA.51,OLIGONUCLEOTIDES DE SYNTHESE ET ACIDES NUCLEIQUES,B03,60670000,,,,,,,,
NA.52,KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES ACIDES NUCLEIQUES,B03,60670000,,,,,,,,
NA.53,ENZYMES DE RESTRICTION,B03,60670000,,,,,,,,
NA.54,"ENZYMES DE MODIFICATION ET DE CLONAGE (Nucléases, Kinases, Phosphatases)",B03,60670000,,,,,,,,
NA.55,ENZYMES ET KITS DE SYNTHESE DES ACIDES NUCLEIQUES (PCR…),B03,60670000,,,,,,,,
NA.56,KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES PROTEINES,B03,60670000,,,,,,,,
NA.6,BIOLOGIE : AUTRES PRODUITS POUR LA BIOLOGIE,,,,,,,,,,
NA.61,"AUTRES PRODUITS D'ORIGINE BIOLOGIQUE (SANG,…)",B03,60670000,,,,,,,,
NA.62,BIOPUCES (MICROARRAYS),B03,60670000,,,,,,,,
NA.7,BIOLOGIE : PRODUITS POUR CULTURE CELLULAIRE ET MICROBIOLOGIE,,,,,,,,,,
NA.71,SERUMS ET AUTRES MILIEUX POUR CULTURE DE CELLULES ANIMALES,B03,60670000,,,,,,,,
NA.72,MILIEUX POUR CULTURE DE CELLULES VEGETALES,B03,60670000,,,,,,,,
NA.73,MILIEUX POUR CULTURE DE PETITS ORGANISMES VIVANTS,B03,60670000,,,,,,,,
NA.74,MILIEUX DE BACTERIOLOGIE ET ADDITIFS,B03,60670000,,,,,,,,
NA.75,AUTRES MILIEUX DE CULTURE ET ADDITIFS,B03,60670000,,,,,,,,
NA.76,ANTIBIOTIQUES POUR CULTURE CELLULAIRE,B03,60670000,,,,,,,,
NA.77,"CYTOKINES, FACTEURS DE CROISSANCE ET INHIBITEURS",B03,60670000,,,,,,,,
NA.78,ENZYMES POUR CULTURE CELLULAIRE,B03,60670000,,,,,,,,
NA.79,AUTRES PRODUITS POUR CULTURE CELLULAIRE,B03,60670000,,,,,,,,
NA.8,BIOLOGIE : PRODUITS POUR LA BIOLOGIE CELLULAIRE ET MICROBIOLOGIE,,,,,,,,,,
NA.81,"CELLULES, VIRUS ET PETITS ORGANISMES HORS ANIMAUX",B03,60670000,,,,,,,,
NA.82,"KITS D'ISOLEMENT ET DE DETECTION DES CELLULES, VIRUS ET ORGANITES",B03,60670000,,,,,,,,
NA.83,BIOLOGIE CELLULAIRE : PRODUITS ET REACTIFS BIOCHIMIQUES (DE DOSAGE…),B03,60670000,,,,,,,,
NA.84,"BIOLOGIE CELLULAIRE : KITS DE DOSAGE, D'ESSAI FONCTIONNEL - KITS BIOCHIMIQUES",B03,60670000,,,,,,,,
NA.85,MICROBIOLOGIE : REACTIFS ET KITS BIOCHIMIQUES,B03,60670000,,,,,,,,
NB,CHIMIE ET BIOLOGIE : CONSOMMABLES ET MATERIEL COURANTS DE LABORATOIRE,,,,,,,,,,
NB.0,CHIMIE ET BIOLOGIE : PRELEVEMENT ET DISTRIBUTION DE LIQUIDES (MATERIEL ET CONSOMMABLES),,,,,,,,,,
NB.01,"MICROPIPETTES MONO-CANAL, MULTI-CANAUX ET ACCESSOIRES",B02,60670000,,,,,,,,
NB.02,POINTES (CONES) POUR MICROPIPETTES MONO-CANAL ET MULTI-CANAUX,B02,60670000,,,,,,,,
NB.03,SERINGUES EN PLASTIQUE ET AIGUILLES,B02,60670000,,,,,,,,
NB.04,PIPETTES A USAGE UNIQUE,B02,60670000,,,,,,,,
NB.05,PIPETTES REUTILISABLES,B02,60670000,,,,,,,,
NB.1,CHIMIE ET BIOLOGIE : CONSOMMABLES EN PLASTIQUE ET VERRE ET ACCESSOIRES,,,,,,,,,,
NB.11,"MICROTUBES, CRYOTUBES, TUBES A USAGE UNIQUE",B02,60670000,,,,,,,,
NB.12,PORTOIRS ET BOITES DE STOCKAGE POUR MICROTUBES,B02,60670000,,,,,,,,
NB.13,CULTURE CELLULAIRE EUCARYOTE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES,B02,60670000,,,,,,,,
NB.14,BACTERIOLOGIE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES,B02,60670000,,,,,,,,
NB.15,"MICROPLAQUES (PCR, HTS, ELISA…) HORS CULTURE CELLULAIRE ET FILTRATION",B02,60670000,,,,,,,,
NB.16,LAMES ET LAMELLES EN VERRE ET PLASTIQUE,B02,60670000,,,,,,,,
NB.17,AUTRES CONSOMMABLES EN PLASTIQUE ET EN VERRE HORS CULTURE CELL. ET BACTERIO,B02,60670000,,,,,,,,
NB.2,CHIMIE ET BIOLOGIE : CONSOMMABLES POUR LA SEPARATION ET LE TRANSFERT DES MOLECULES,,,,,,,,,,
NB.21,CONSOMMABLES DE CHROMATOGRAPHIE ET D'EXTRACTION NON DEDIES AUX INSTRUMENTS,B03,60670000,,,,,,,,
NB.22,ELECTROPHORESE SUR GEL : CONSOMMABLES NON DEDIES AUX INSTRUMENTS,B03,60670000,,,,,,,,
NB.23,MEMBRANES ET KITS POUR LE TRANSFERT D'ACIDES NUCLEIQUES ET DES PROTEINES (BLOT),B03,60670000,,,,,,,,
NB.24,CONSOMMABLES POUR FILTRATION ET DIALYSE,B02,60670000,,,,,,,,
NB.3,CHIMIE ET BIOLOGIE : AUTRES CONSOMMABLES (HORS PLASTIQUES ET VERRES),,,,,,,,,,
NB.31,FILMS AUTORADIOGRAPHIQUES ET PHOTOGRAPHIQUES ET REACTIFS,B02,60670000,,,,,,,,
NB.32,HUILE A IMMERSION POUR MICROSCOPIE,B02,60670000,,,,,,,,
NB.33,CONSOMMABLES LAMPES ET AMPOULES DIVERSES (HORS MICROSCOPIE ET SPECTRO),B02,60670000,,,,,,,,
NB.34,"PRODUITS DE LAVAGE, DESINFECTION, STERILISATION",B02,60670000,,,,,,,,
NB.35,AUTRES CONSOMMABLES DE LABO HORS PLASTIQUE ET VERRE,B02,60670000,,,,,,,,
NB.4,CHIMIE ET BIOLOGIE : VERRERIE ET ASSIMILEE,,,,,,,,,,
NB.41,"ROTORS RMN, TUBES RMN ET BOUCHONS ASSOCIES",B02,60670000,,,,,,,,
NB.42,VERRERIE SOUFFLEE (A FACON),B02,60670000,,,,,,,,
NB.43,"VAISSELLE DE LABORATOIRE REUTILISABLE EN VERRE, PLASTIQUE, PORCELAINE",B02,60670000,,,,,,,,
NB.44,CUVETTES EN VERRE ET QUARTZ POUR SPECTROMETRES,B02,60670000,,,,,,,,
NB.45,"RECIPIENTS, CREUSETS EN MATERIAUX SPECIAUX (HORS CIBLES)",B02,60670000,,,,,,,,
NB.5,CHIMIE ET BIOLOGIE : MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT,,,,,,,,,,
NB.51,PETIT MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT,B02,60670000,,,,,,,,
NB.6,CHIMIE ET BIOLOGIE : MATERIEL D'ELECTROCHIMIE ET ACCESSOIRES,,,,,,,,,,
NB.61,ELECTROCHIMIE DE PAILLASSE : MATERIEL ET CONSOMMABLES,B02,60670000,,,21540001,,,,,
NB.62,ELECTROCHIMIE : POTENTIOSTATS / GALVANOSTATS ET ACCESSOIRES,B02,60670000,,,21540001,,,,,
NB.7,CHIMIE ET BIOLOGIE : MATERIEL DE PAILLASSE ELECTRIQUES COURANTS,,,,,,,,,,
NB.71,"BALANCES, MATERIEL DE PESEE DE PAILLASSE ET ACCESSOIRES",B08,60670000,,,21540001,,,,,
NB.72,AGITATEURS MAGNETIQUES CHAUFFANTS OU NON,B04,60670000,,,,,,,,
NB.73,"AGITATEURS, MELANGEURS ET ACCESSOIRES",B04,60670000,,,21540001,,,,,
NB.74,"BROYAGE, FRACTIONNEMENT, TAMISAGE : MATERIEL ET ACCESSOIRES",B04,60670000,,,21540001,,,,,
NB.75,POMPES (HORS VIDE VA.01) (POMPES OSMOTIQUES…),B02,60670000,,,,,,,,
NB.76,"CHAUFFAGE : FOURS SIMPLES, BRULEURS, PLAQUES, CHAUFFE-BALLONS,…",B04,60670000,,,21540001,,,,,
NB.77,"THERMOSTATISATION ET SECHAGE : ETUVES, ENCEINTES, BAINS, DESSICATEURS…",B04,60670000,,,21540001,,,,,
NB.78,MICROCENTRIFUGATION : MICROCENTRIFUGEUSES ET CYTOCENTRIFUGEUSES,B05,60670000,,,21540001,,,,,
NB.79,CHIMIE ET BIOLOGIE : AUTRE MATERIEL ELECTRIQUE DE PAILLASSE COURANT,B02,60670000,,,21540001,,,,,
NB.8,CHIMIE ET BIOLOGIE : GROS MATERIEL COURANT DE LABORATOIRE,,,,,,,,,,
NB.81,CENTRIFUGATION : CENTRIFUGEUSES ET ULTRACENTRIFUGEUSES,B05,60670000,,,21540001,,,,,
NB.82,"CENTRIFUGATION : ACCESSOIRES (ROTORS, GODETS…)",B05,60670000,,,21540001,,,,,
NB.83,"INCUBATION : INCUBATEURS, INCUBATEURS A CO2 ET ACCESSOIRES",B04,60670000,,,21540001,,,,,
NB.84,"FROID : BANQUES DE SANG, CONGELATEURS, REFRIGERATEURS,…",B04,60670000,,,21540001,,,,,
NB.85,"PURIFICATION DES SOLVANTS, ACIDES ET BASES : MATERIEL ET ACCESSOIRES",B04,60670000,,,21540001,,,,,
NB.86,LAVAGE : MATERIEL ET ACCESSOIRES,B04,60670000,,,21540001,,,,,
NB.87,STERILISATION ET DESINFECTION : STERILISATEURS ET ACCESSOIRES,B04,60670000,,,21540001,,,,,
NC,CHIMIE ET BIOLOGIE : INSTRUMENTS SPECIFIQUES ET CONSOMMABLES DEDIES,,,,,,,,,,
NC.0,CHIMIE ET BIOLOGIE : INSTRUMENTS POUR L'EXTRACTION/SEPARATION/PURIFICATION DES MOLECULES,,,,,,,,,,
NC.01,ELECTROPHORESE SUR GEL ET TRANSFERT : PETIT MATERIEL ET ACCESSOIRES DEDIES,B05,60670000,,,21540001,,,,,
NC.02,PURIFICATION DES BIOMOLECULES : AUTOMATES ET ACCESSOIRES DEDIES,B05,60670000,,,21540001,,,,,
NC.03,PURIFICATION DES BIOMOLECULES : CONSOMMABLES DEDIES AUX AUTOMATES,B05,60670000,,,,,,,,
NC.04,EXTRACTION ET SEPARATION DES MOLECULES : EQUIPEMENT DE FLASH CHROMATOGRAPHIE,B05,60670000,,,21540001,,,,,
NC.05,EXTRACTION ET SEPARATION DES MOLECULES : CONSOMMABLES POUR FLASH CHROMATOGRAPHIE,B05,60670000,,,,,,,,
NC.06,"SEPARATION DES MOLECULES : AUTRES EQUIPEMENTS (SFC, CPC, EXTRACTEURS…)",B05,60670000,,,21540001,,,,,
NC.07,SEPARATION DES MOLECULES : CONSOMMABLES DEDIES AUX AUTRES EQUIPEMENTS,B05,60670000,,,,,,,,
NC.1,"BIOLOGIE MOLECULAIRE : MATERIEL DE DETECTION (SCANNERS, COMPTEURS, SEQUENCEURS…)",,,,,,,,,,
NC.11,BIOMOL : IMAGEURS POUR GELS ET MEMBRANES ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.12,BIOMOL : COMPTEURS DE RADIOACTIVITE (SIMPLE OU MULTI DETECTION),B08,60670000,,,21540001,,,,,
NC.13,BIOMOL : SCANNERS (LECTEURS OPTIQUES) DE BIOPUCES,B05,60670000,,,21540001,,,,,
NC.14,"BIOMOL : SCANNERS / IMAGEURS MULTIFONCTIONS (IN VITRO, IN VIVO, GELS,…)",B05,60670000,,,21540001,,,,,
NC.15,BIOMOL : AUTOMATES D'HYBRIDATION IN SITU ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.16,"BIOMOL : SEQUENCEURS, ANALYSEURS GENETIQUES ET ACCESSOIRES",B05,60670000,61350000,61220000,21540001,,,,,
NC.17,BIOMOL : SEQUENCEURS HAUT DEBIT,B05,60670000,61350000,61220000,21540001,,,,,
NC.2,CHIMIE ET BIOLOGIE : EQUIPEMENTS POUR LA SYNTHESE DES MOLECULES,,,,,,,,,,
NC.21,BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR CONVENTIONELLE ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.22,BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR QUANTITATIVE ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.23,BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES OLIGONUCLEOTIDES ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.24,BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES PEPTIDES ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.25,CHIMIE : APPAREILS ET REACTEURS POUR LA CHIMIE ORGANIQUE,B04,60670000,,,21540001,,,,,
NC.3,CHIMIE ET BIOLOGIE : AUTRES AUTOMATES,,,,,,,,,,
NC.31,BIOLOGIE : STATION D'HYBRIDATION DE BIOPUCES (MICROARRAYS),B05,,,,21540001,,,,,
NC.32,CHIMIE ET BIOLOGIE : STATIONS DE PIPETAGE AUTOMATISEES,B05,,,,21540001,,,,,
NC.33,CHIMIE ET BIOLOGIE : POINTES (CONES) POUR ROBOTS DE PIPETAGE,B02,60670000,,,,,,,,
NC.34,CHIMIE ET BIOLOGIE : AUTOMATES DE SCREENING HAUT DEBIT,B05,,61350000,61220000,21540001,,,,,
NC.35,CHIMIE ET BIOLOGIE : AUTOMATES D'ELECTROPHYSIOLOGIE,B05,,61350000,61220000,21540001,,,,,
NC.4,"CULTURE CELLULAIRE : INSTRUMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
NC.41,CULTURE CELLULAIRE : FERMENTEURS ET BIOREACTEURS,B05,,,,21540001,23150001,,,,
NC.5,"BIOLOGIE CELLULAIRE : INSTRUMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
NC.51,"MATERIEL DE MICROMANIPULATION DES CELLULES, ACCESSOIRES ET CONSOMMABLES DEDIES",B05,60670000,,,21540001,,,,,
NC.52,BIOLOGIE CELLULAIRE : MATERIEL DE DETECTION INTRACELLULAIRE,B05,60670000,,,21540001,,,,,
NC.53,DETECTION INTRACELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,,,,,,,,
NC.54,CYTOMETRIE EN FLUX ET TRI CELLULAIRE : MATERIEL ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.55,CYTOMETRIE EN FLUX ET TRI CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,,,,,,,,
NC.56,COMPTAGE CELLULAIRE : MATERIEL ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.57,COMPTAGE CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,,,,,,,,
NC.58,ELECTROPHYSIOLOGIE CONVENTIONNELLE (PATCH CLAMP) : MATERIEL ET ACCESSOIRES,B05,60670000,,,21540001,,,,,
NC.59,ELECTROPHYSIOLOGIE CONVENTIONNELLE : CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,,,,,,,,
NC.6,GENIE CHIMIQUE : EQUIPEMENTS ET ACCESSOIRES,,,,,,,,,,
NC.61,GENIE CHIMIQUE : REACTEURS,B04,,,,21540001,,,,,
NC.62,GENIE CHIMIQUE : EQUIPEMENTS DE PURIFICATION,B04,,,,21540001,,,,,
NC.63,GENIE CHIMIQUE : AUTRES EQUIPEMENTS,B04,,,,21540001,,,,,
NC.64,GENIE CHIMIQUE : ACCESSOIRES ET CONSOMMABLES,B04,60670000,,,21540001,,,,,
NC.7,CHIMIE : EQUIPEMENTS D'ANALYSE CHIMIQUE (HORS CHROMATOGAPHIE ET SPECTROMETRIE),,,,,,,,,,
NC.71,"CHIMIE : APPAREILS D'ANALYSE ELEMENTAIRE (CHNS-O, AOX, TN, TS,... )",B04,,,,21540001,,,,,
NC.72,CHIMIE : ANALYSEURS DE MERCURE,B04,,,,21540001,,,,,
NC.73,"CHIMIE : APPAREILS DE SPECIATION (DU MERCURE,…)",B04,,,,21540001,,,,,
NC.74,"CHIMIE : ANALYSEURS DES SELS NUTRITIFS (SILICATE, PHOSPHATE, NITRATE,...)",B04,,,,21540001,,,,,
NC.75,CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'EAU,B04,,,,21540001,,,,,
NC.76,CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'ENVIRONNEMENT,B04,,,,21540001,,,,,
NC.8,CHIMIE : EQUIPEMENTS DE TESTS PHARMACEUTIQUES,,,,,,,,,,
NC.81,CHIMIE ET PHYSICO-CHIMIE : EQUIPEMENTS DE TESTS PHARMACEUTIQUES,B04,60670000,,,21540001,23150001,,,,
ND,CHIMIE ET BIOLOGIE : REPARATION - MAINTENANCE - VERIFICATION DES EQUIPEMENTS,,,,,,,,,,
ND.0,MATERIEL COURANT DE PAILLASSE : MAINTENANCE - VERIFICATION - REPARATION,,,,,,,,,,
ND.01,MICROPIPETTES MONO ET MULTICANALES : MAINTENANCE - VERIFICATION - REPARATION,B02,61550000,,,,,,,,
ND.02,VERRERIE SOUFFLEE : REPARATION,B02,61550000,,,,,,,,
ND.03,BALANCES POUR LA CHIMIE ET BIOLOGIE : MAINTENANCE - REPARATION - VERIFICATION ,B08,61550000,,,21540001,,,,,
ND.04,CENTRIFUGEUSES : MAINTENANCE - REPARATION - VERIFICATION,B05,61550000,,,21540001,,,,,
ND.05,AUTRE MATERIEL DE PAILLASSE COURANT : MAINTENANCE - VERIFICATION - REPARATION,B02,61550000,,,21540001,,,,,
ND.1,GROS MATERIEL COURANT DE LABORATOIRE : MAINTENANCE - ETALONNAGE - REPARATION,,,,,,,,,,
ND.11,CHAMBRES ET AUTRES MACHINES THERMIQUES : MAINTENANCE - REPARATION,B04,61550000,,,21540001,,,,,
ND.12,INCUBATEURS ET INCUBATEURS A CO2 : MAINTENANCE - REPARATION,B04,61550000,,,21540001,,,,,
ND.13,STERILISATEURS : MAINTENANCE - REPARATION - CONTRÔLE,B04,61550000,,,21540001,,,,,
ND.14,AUTRE MATERIEL COURANT DE LABO : REPARATION – MAINTENANCE - CALIBRATION,B02,61550000,,,21540001,,,,,
ND.2,EQUIPEMENTS DE SEPARATION/PURIFICATION DES MOLECULES : MAINTENANCE - ETALONNAGE - REPARATION,,,,,,,,,,
ND.21,MATERIEL DE SEPARATION/PURIFICATION DES MOLECULES : MAINTENANCE - REPARATION,B05,61550000,,,21540001,,,,,
ND.3,EQUIPEMENTS DE DETECTION DES MOLECULES : MAINTENANCE - ETALONNAGE - REPARATION,,,,,,,,,,
ND.31,MATERIEL DE DETECTION POUR LA BIO. MOL. : MAINTENANCE REPARATION,B05,61550000,,,21540001,,,,,
ND.32,SEQUENCEURS ET ANALYSEURS GENETIQUES : MAINTENANCE - REPARATION,B05,61550000,,,21540001,,,,,
ND.4,EQUIPEMENTS POUR LA SYNTHESE DES BIOMOLECULES : MAINTENANCE - ETALONNAGE - REPARATION,,,,,,,,,,
ND.41,THERMOCYCLEURS ET AUTOMATES DE SYNTHESE : MAINTENANCE - REPARATION,B05,61550000,,,21540001,,,,,
ND.5,AUTRES EQUIPEMENTS POUR LA CHIMIE ET LA BIOLOGIE : MAINTENANCE - ETALONNAGE - REPARATION,,,,,,,,,,
ND.51,AUTRES ROBOTS ET AUTOMATES : MAINTENANCE - REPARATION,B05,61550000,,,21540001,,,,,
ND.52,"CYTOMETRIE, COMPTAGE ET TRI CELLULAIRE : MAINTENANCE - REPARATION",B05,61550000,,,21540001,,,,,
ND.53,AUTRES EQUIPEMENTS DE BIOLOGIE CELLULAIRE : MAINTENANCE - REPARATION,B05,61550000,,,21540001,,,,,
ND.54,EQUIPEMENTS DE GENIE CHIMIQUE : REPARATION ET MAINTENANCE,B05,61550000,,,21540001,,,,,
ND.55,"AUTRE MATERIEL SPECIFIQ. DE CHIMIE ET PHYSICO-CHIMIE : MAINTENANCE, REPARATION",B05,61550000,,,21540001,,,,,
NE,CHIMIE ET BIOLOGIE : SERVICES,,,,,,,,,,
NE.0,BIOLOGIE : SERVICES D'ANALYSE GENETIQUE,,,,,,,,,,
NE.01,BIOLOGIE : SERVICES DE SEQUENCAGE BAS DEBIT ET SERVICES CONNEXES,B03,62880000,,,,,,,,
NE.02,BIOLOGIE : SERVICES DE SEQUENCAGE HAUT DEBIT ET SERVICES CONNEXES,B03,62880000,,,,,,,,
NE.03,BIOLOGIE : SERVICES DE GENOTYPAGE ET SERVICES CONNEXES,B03,62880000,,,,,,,,
NE.04,BIOLOGIE : AUTRES SERVICES D'ANALYSE GENETIQUE,B03,62880000,,,,,,,,
NE.1,BIOLOGIE CELLULAIRE : SERVICES SPECIALISES,,,,,,,,,,
NE.11,BIOLOGIE CELLULAIRE : SERVICES DE CYTOMETRIE EN FLUX ET DE TRI CELLULAIRE,B03,62880000,,,,,,,,
NE.12,BIOLOGIE CELLULAIRE : AUTRES SERVICES,B03,62880000,,,,,,,,
NE.2,CHIMIE ET BIOLOGIE : AUTRES SERVICES (HORS ANALYSES EN MICROSCOPIE ET SPECTROMETRIE),,,,,,,,,,
NE.21,BIOLOGIE ET CHIMIE : SERVICES D'ANALYSES PAR CHROMATOGRAPHIE (HPLC…),B03,62880000,,,,,,,,
NE.22,BIOLOGIE : AUTRES SERVICES D'ANALYSES BIOLOGIQUES ET BIOCHIMIQUES,B03,62880000,,,,,,,,
NE.23,CHIMIE : AUTRES SERVICES D'ANALYSE CHIMIQUE,B03,62880000,,,,,,,,
NE.24,GENIE CHIMIQUE : SERVICES D'ETUDES DE PROCEDES,B03,61700000,,,,,,,,
NE.25,CHIMIE ET BIOLOGIE : AUTRES SERVICES,B03,62880000,,,,,,,,
O,OPTO - LASERS - MATERIEL D'OPTIQUE,,,,,,,,,,
OA,OPTO : COMPOSANTS OPTIQUES - LASERS ET MATERIEL DE METROLOGIE OPTIQUE,,,,,,,,,,
OA.0,OPTO : COMPOSANTS OPTIQUES,,,,,,,,,,
